Text,Source,Label,URL
“Um dos objectivos do programa eleitoral do PSD é revogar a Lei de Bases da Saúde.”,"António Costa, no domingo, na SIC, durante o frente-a-frente com o líder do CDS, Francisco Rodrigues dos Santos",Parcialmente verdadeiro,https://www.publico.pt/2022/01/10/politica/noticia/psd-promete-programa-eleitoral-revogar-recente-lei-bases-saude-1991335
The fake “arrest” of Greta Thunberg in Germany today. It's all a theater ??pic.twitter.com/7PbwgURHF5— Dr.," Eli David (@DrEliDavid) January 17, 2023",Falso,https://www.publico.pt/2023/01/26/azul/noticia/detencao-greta-thunberg-durante-protesto-alemanha-encenada-2036499
"Há muitos anos que o Regime Geral de Urbanização e de Edificação prevê a posse administrativa para efeitos de reabilitação e até o arrendamento forçado. Mais recentemente, a lei número 31 de 2014 (...) diz o seguinte: os edifícios e as fracções autónomas objecto de acção de reabilitação podem ser sujeitos a arrendamento forçado nos casos e nos termos previstos na lei. E, devo dizer-lhe, este diploma de 2014 foi assinado não por três marxistas ignorantes, mas por três pessoas sábias e creio que nenhuma delas marxista. Foi assinado, em primeiro lugar, pela presidente da Assembleia da República de então, Maria Assunção Esteves, uma pessoa sábia e duvido que marxista. Foi promulgado pelo professor doutor Aníbal Cavaco Silva, sábio dos sábios e, creio, seria uma enorme injustiça dar-lhe qualquer veleidade de marxista. E, finalmente, foi referendado pelo não menos sábio Pedro Passos Coelho, que, seguramente, não é marxista.","Primeiro-ministro, António Costa, em debate na Assembleia da República, a 22 de Março",Verdadeiro,https://www.publico.pt/2023/03/24/economia/noticia/arrendamento-forcado-ja-existe-ha-anos-costa-2043680
"“Aliás, se olharmos para aquilo que é o estudo do SICAD [Serviço de Intervenção nos Comportamentos Adictivos e Substâncias], que é o organismo público que tem responsabilidade de olhar para este assunto, no universo mais vasto dos jogos a dinheiro, a raspadinha é a que representa a taxa mais baixa do jogo patológico, curiosamente.”","Edmundo Martinho, provedor da Santa Casa de Misericórdia",Parcialmente verdadeiro,https://www.publico.pt/2021/06/22/sociedade/noticia/raspadinha-representa-taxa-baixa-jogo-patologico-1967375
Fiquei hoje [terça-feira] a saber que o Futebol Clube do Porto recebeu 400 mil euros da UEFA pela cooperação na organização da final da Champions League. Quem diria!,Edite Estrela,Verdadeiro,https://www.publico.pt/2021/06/09/desporto/noticia/fc-porto-recebeu-400-mil-euros-realizar-final-liga-campeoes-1965856
O senhor [Joaquim Miranda Sarmento] defendeu em 2019 a reposição IVA da restauração para 23%.,António Costa,Verdadeiro,https://www.publico.pt/2022/07/20/politica/noticia/lider-parlamentar-psd-defendeu-aumento-iva-restauracao-23-2014389
"""11 motoristas só no gabinete [do primeiro-ministro]”","Iniciativa Liberal, sobre o número de motoristas do gabinete de António Costa",Verdadeiro,https://www.publico.pt/2022/07/29/politica/noticia/gabinete-primeiroministro-11-motoristas-afirma-il-2015349
"O sexo passou a ser uma modalidade desportiva na Suécia.
Ao longo desta semana, surgiram, na rede social Twitter e noutras plataformas, publicações de vários órgãos de comunicação da Índia a noticiar que a Suécia se teria tornado no primeiro país do mundo a declarar o sexo como uma modalidade desportiva. Nestas publicações, refere-se ainda a realização de um “muito antecipado” Campeonato Europeu do Sexo, criado pela Federação de Sexo da Suécia, a 8 de Junho, em Gotemburgo.
O campeonato, lê-se, inclui sessões de sexo de 40 a 45 minutos, em que os concorrentes tinham as suas performances avaliadas com base em critérios como a capacidade de comunicação, a química entre o casal, o conhecimento sobre sexo e o nível de resistência física. A escolha dos vencedores é feita por um painel de jurados e pelo público.",twitter,Falso,https://www.publico.pt/2023/06/06/p3/noticia/sexo-passou-modalidade-desportiva-suecia-2052434
"Atletas juntaram-se no pódio em protesto contra a participação da nadadora transgénero Lia Thomas.
???? Female swimmers beaten by transgender athlete stage podium protest at ‘unfair’ result?? Good on them. Totally unfair and outrageous. There is a good reason why some sports have men and women segregated. pic.twitter.com/4z3f0zoBG0
No dia 17 de Março, Lia Thomas venceu a prova de 500 jardas (cerca de 457 metros) livres organizada pela Associação Desportiva das Universidades Norte-americanas (NCAA), tornando-se assim a primeira mulher transgénero a conseguir este feito. Thomas competira nas provas masculinas da NCAA durante os três anos anteriores e foi autorizada pela NCAA a competir este ano contra mulheres. A atleta da Universidade da Pensilvânia está a passar por um processo de substituição hormonal há quase três anos.",twitter,Falso,https://www.publico.pt/2022/03/23/edicoes-publico/noticia/atletas-juntaramse-podio-protesto-participacao-nadadora-transgenero-lia-thomas-1999871
"“Em Espanha, o salário mínimo está a caminho dos mil euros.”","Jerónimo de Sousa, secretário-geral do PCP",Verdadeiro,https://www.publico.pt/2021/10/26/politica/noticia/salario-minimo-espanha-caminho-mil-euros-jeronimo-sousa-1982598
"“Pedro Pinho é portista, é sócio do FC Porto e não tem nenhum cargo no FC Porto. É empresário de futebol e trabalha com muitos clubes e não só com o FC Porto”","Jorge Nuno Pinto da Costa, presidente do FC Porto",Parcialmente verdadeiro,https://www.publico.pt/2021/04/29/desporto/noticia/empresario-pedro-pinho-ligacoes-fc-porto-1960544
"“O tribunal considerou os serviços mínimos ilegais [em 2018], o Ministério da Educação recorreu, mas foi novamente considerado ilegal.”","Mário Nogueira, secretário-geral da Fenprof",Verdadeiro,https://www.publico.pt/2023/02/16/sociedade/noticia/2018-tribunal-considerou-servicos-minimos-ilegais-mario-nogueira-2039188
"“Como é que é possível que se pratique preços numa carreira regular de transporte de aviação, de 900 e tal quilómetros, a preços de 1083 euros?”","Miguel Albuquerque, presidente do Governo Regional da Madeira, 15 de Novembro de 2021",Parcialmente verdadeiro,https://www.publico.pt/2021/11/16/economia/noticia/voos-tap-continente-madeira-custam-1083-euros-1985214
"“Refira-se que o direito de manifestação não está (e não pode estar) sujeito, nos termos da Constituição, a qualquer autorização ou condicionamento por parte das câmaras municipais”","Luís Newton, citando Fernando Medina em Maio de 2021",Verdadeiro,https://www.publico.pt/2023/05/19/politica/noticia/manifestacoes-dispensam-autorizacao-camaras-2050292
"Portugal tem a maior reserva de lítio da Europa e a oitava maior do mundo, com mais de 60 mil toneladas de reservas.","António Costa, primeiro-ministro",Verdadeiro,https://www.publico.pt/2023/04/14/azul/noticia/portugal-maior-reserva-litio-europa-2046111
"“Aquilo que está a dificultar não é nada do campo político, mas sim do campo técnico e económico [porque] há uma assimetria de impacto das sanções. Portugal, por exemplo, não teria nenhuma dificuldade em fechar amanhã a torneira do gás ou do petróleo russo”.","Afirmação do ministro dos Negócios Estrangeiros, João Gomes Cravinho, citado pela Agência Lusa.",Verdadeiro,https://www.publico.pt/2022/05/16/economia/noticia/portugal-nao-nenhuma-dificuldade-fechar-torneira-gas-petroleo-russo-2006395
"“Já me tinha deslocado a países vários com votos contra [de deputados], por haver a ideia, daqueles que votavam contra minoritariamente, de que não sendo democracias, não fazia sentido lá ir ou que qualquer contacto seria uma legitimação”.","Marcelo Rebelo de Sousa, Presidente da República",Verdadeiro,https://www.publico.pt/2022/11/23/politica/noticia/deputados-ja-votaram-varias-vezes-viagens-marcelo-2028853
"“Este Governo passou [à TAP], em 2016, dois milhões de euros [para garantir que ficava com 50% do capital]. Em 2017, 55 milhões de euros; [em] 2020, 1,2 mil milhões; em 2021, no Orçamento do Estado, 970 milhões; [em] 2022, anunciado pelo senhor ministro das Finanças, mais mil milhões. Programados já estão, para o mesmo 2022, 500 milhões de um aval [ligados a uma responsabilidade financeira, que] de certeza que a TAP não vai pagar… em 2023, mais 400 milhões de euros de outro aval que a TAP não vai pagar e, em 2024, 400 milhões de euros de outro aval, que a TAP não vai pagar. Sem avales, 3,2 mil milhões, e o que conta, com avales, que é aquilo que vamos pagar, 4,5 mil milhões de euros”.","Rui Rio, deputado e presidente do PSD, no Parlamento, no dia 7 de Outubro de 2021",Parcialmente falso,https://www.publico.pt/2021/10/08/economia/noticia/tap-vai-precisar-45-mil-milhoes-euros-estado-1980369
"“Até aí [crise dos professores no início de Maio de 2019], estávamos nas sondagens pratica e tecnicamente empatados com o PS”","Paulo Rangel, em entrevista à RR dia 15",Verdadeiro,https://www.publico.pt/2021/11/17/politica/noticia/ps-psd-empatados-sondagens-ate-2019-1985318
"“Tudo o que fazemos com 30% do plantel da equipa B, outros 40% que vieram de equipas médias como Santa Clara, P. Ferreira, Famalicão, Rio Ave... E depois o meu mérito é zero”","Sérgio Conceição, treinador do FC Porto",Falso,https://www.publico.pt/2023/03/16/desporto/noticia/fc-porto-plantel-composto-30-jogadores-equipa-b-40-futebolistas-vieram-equipas-medias-2042561
"Jornalista passou a usar véu islâmico e abaya após entrada dos taliban em Cabul.
Na primeira imagem, um frame retirado de uma emissão realizada na semana passada – quando os taliban ainda não tinham entrado na capital do Afeganistão –, Clarissa Ward está vestida com cores vibrantes, com um lenço ao pescoço e a cabeça completamente descoberta.
Na segunda imagem, já captada após os taliban terem conquistado a cidade e assumido o poder, Clarissa Ward aparece com o véu islâmico: vestida de preto, a jornalista tapou a cabeça, ocultando o cabelo e ficando apenas com a cara, mãos e pés visíveis.",n/a,Parcialmente falso,https://www.publico.pt/2021/08/17/mundo/noticia/jornalista-passou-usar-veu-islamico-abaya-apos-entrada-taliban-cabul-1974349
"embora pouco diferenciados, os preços médios de gasolinas 95 e gasóleos simples revelam algumas diferenças regionais
em Agosto, a diferença de valor entre o preço médio nacional e o preço médio nos distritos portugueses para a gasolina simples 95 e gasóleo simples é genericamente mais elevada nos distritos de Bragança, Beja, Lisboa e Faro",,Verdadeiro,https://www.publico.pt/2021/10/14/economia/noticia/preco-gasolina-ultimate-chegou-2-euros-litro-beja-1981040
